Usuario,Cod. Grupo,Programa,Grupo de Usuários e descrição
01-stabelini,1,cc0504,1      001 - Matriz
01-stabelini,1,cc0504a,1      001 - Matriz
01-stabelini,1,cc0504b,1      001 - Matriz
01-stabelini,1,cc0504c,1      001 - Matriz
01-stabelini,1,cc0504d,1      001 - Matriz
01-stabelini,1,cd0030,1      001 - Matriz
01-stabelini,1,cd0181,1      001 - Matriz
01-stabelini,1,cd0182,1      001 - Matriz
01-stabelini,1,cd0330,1      001 - Matriz
01-stabelini,1,CD0999,1      001 - Matriz
01-stabelini,1,ce0206,1      001 - Matriz
01-stabelini,1,ce0419,1      001 - Matriz
01-stabelini,1,crm3001,1      001 - Matriz
01-stabelini,1,ecd1017,1      001 - Matriz
01-stabelini,1,ees3001,1      001 - Matriz
01-stabelini,1,esacr3012,1      001 - Matriz
01-stabelini,1,eslf003,1      001 - Matriz
01-stabelini,1,espd4050,1      001 - Matriz
01-stabelini,1,html-for.forecast,1      001 - Matriz
01-stabelini,1,html-rmf.recMuniFix,1      001 - Matriz
01-stabelini,1,spre102,1      001 - Matriz
01-stabelini,1,Z01UN006,1      001 - Matriz
01-stabelini,1,z02un007,1      001 - Matriz
01-stefane,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-stefane,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-stefane,1,bas_pais,1      001 - Matriz
01-stefane,1,bas_palavra_chave,1      001 - Matriz
01-stefane,1,BL3000,1      001 - Matriz
01-stefane,1,btb010aa,1      001 - Matriz
01-stefane,1,btb100aa,1      001 - Matriz
01-stefane,1,cc0504,1      001 - Matriz
01-stefane,1,cc0504a,1      001 - Matriz
01-stefane,1,cc0504b,1      001 - Matriz
01-stefane,1,cc0504c,1      001 - Matriz
01-stefane,1,cc0504d,1      001 - Matriz
01-stefane,1,cd0030,1      001 - Matriz
01-stefane,1,cd0181,1      001 - Matriz
01-stefane,1,cd0182,1      001 - Matriz
01-stefane,1,cd0330,1      001 - Matriz
01-stefane,1,CD0999,1      001 - Matriz
01-stefane,1,ce0206,1      001 - Matriz
01-stefane,1,ce0419,1      001 - Matriz
01-stefane,1,crm3001,1      001 - Matriz
01-stefane,1,ecd1017,1      001 - Matriz
01-stefane,1,ees3001,1      001 - Matriz
01-stefane,1,esacr3012,1      001 - Matriz
01-stefane,1,eslf003,1      001 - Matriz
01-stefane,1,espd4050,1      001 - Matriz
01-stefane,1,html-for.forecast,1      001 - Matriz
01-stefane,1,html-rmf.recMuniFix,1      001 - Matriz
01-stefane,1,spre102,1      001 - Matriz
01-stefane,1,Z01UN006,1      001 - Matriz
01-stefane,1,z02un007,1      001 - Matriz
01-SUELI,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-SUELI,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-SUELI,1,bas_pais,1      001 - Matriz
01-SUELI,1,bas_palavra_chave,1      001 - Matriz
01-SUELI,1,BL3000,1      001 - Matriz
01-SUELI,1,btb010aa,1      001 - Matriz
01-SUELI,1,btb100aa,1      001 - Matriz
01-SUELI,1,cc0504,1      001 - Matriz
01-SUELI,1,cc0504a,1      001 - Matriz
01-SUELI,1,cc0504b,1      001 - Matriz
01-SUELI,1,cc0504c,1      001 - Matriz
01-SUELI,1,cc0504d,1      001 - Matriz
01-SUELI,1,cd0030,1      001 - Matriz
01-SUELI,1,cd0181,1      001 - Matriz
01-SUELI,1,cd0182,1      001 - Matriz
01-SUELI,1,cd0330,1      001 - Matriz
01-SUELI,1,CD0999,1      001 - Matriz
01-SUELI,1,ce0206,1      001 - Matriz
01-SUELI,1,ce0419,1      001 - Matriz
01-SUELI,1,crm3001,1      001 - Matriz
01-SUELI,1,ecd1017,1      001 - Matriz
01-SUELI,1,ees3001,1      001 - Matriz
01-SUELI,1,esacr3012,1      001 - Matriz
01-SUELI,1,eslf003,1      001 - Matriz
01-SUELI,1,espd4050,1      001 - Matriz
01-SUELI,1,html-for.forecast,1      001 - Matriz
01-SUELI,1,html-rmf.recMuniFix,1      001 - Matriz
01-SUELI,1,spre102,1      001 - Matriz
01-SUELI,1,Z01UN006,1      001 - Matriz
01-SUELI,1,z02un007,1      001 - Matriz
01-taciana,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-taciana,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-taciana,1,bas_pais,1      001 - Matriz
01-taciana,1,bas_palavra_chave,1      001 - Matriz
01-taciana,1,BL3000,1      001 - Matriz
01-taciana,1,btb010aa,1      001 - Matriz
01-taciana,1,btb100aa,1      001 - Matriz
01-taciana,1,cc0504,1      001 - Matriz
01-taciana,1,cc0504a,1      001 - Matriz
01-taciana,1,cc0504b,1      001 - Matriz
01-taciana,1,cc0504c,1      001 - Matriz
01-taciana,1,cc0504d,1      001 - Matriz
01-taciana,1,cd0030,1      001 - Matriz
01-taciana,1,cd0181,1      001 - Matriz
01-taciana,1,cd0182,1      001 - Matriz
01-taciana,1,cd0330,1      001 - Matriz
01-taciana,1,CD0999,1      001 - Matriz
01-taciana,1,ce0206,1      001 - Matriz
01-taciana,1,ce0419,1      001 - Matriz
01-taciana,1,crm3001,1      001 - Matriz
01-taciana,1,ecd1017,1      001 - Matriz
01-taciana,1,ees3001,1      001 - Matriz
01-taciana,1,esacr3012,1      001 - Matriz
01-taciana,1,eslf003,1      001 - Matriz
01-taciana,1,espd4050,1      001 - Matriz
01-taciana,1,html-for.forecast,1      001 - Matriz
01-taciana,1,html-rmf.recMuniFix,1      001 - Matriz
01-taciana,1,spre102,1      001 - Matriz
01-taciana,1,Z01UN006,1      001 - Matriz
01-taciana,1,z02un007,1      001 - Matriz
01-tatiana,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-tatiana,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-tatiana,1,bas_pais,1      001 - Matriz
01-tatiana,1,bas_palavra_chave,1      001 - Matriz
01-tatiana,1,BL3000,1      001 - Matriz
01-tatiana,1,btb010aa,1      001 - Matriz
01-tatiana,1,btb100aa,1      001 - Matriz
01-tatiana,1,cc0504,1      001 - Matriz
01-tatiana,1,cc0504a,1      001 - Matriz
01-tatiana,1,cc0504b,1      001 - Matriz
01-tatiana,1,cc0504c,1      001 - Matriz
01-tatiana,1,cc0504d,1      001 - Matriz
01-tatiana,1,cd0030,1      001 - Matriz
01-tatiana,1,cd0181,1      001 - Matriz
01-tatiana,1,cd0182,1      001 - Matriz
01-tatiana,1,cd0330,1      001 - Matriz
01-tatiana,1,CD0999,1      001 - Matriz
01-tatiana,1,ce0206,1      001 - Matriz
01-tatiana,1,ce0419,1      001 - Matriz
01-tatiana,1,crm3001,1      001 - Matriz
01-tatiana,1,ecd1017,1      001 - Matriz
01-tatiana,1,ees3001,1      001 - Matriz
01-tatiana,1,esacr3012,1      001 - Matriz
01-tatiana,1,eslf003,1      001 - Matriz
01-tatiana,1,espd4050,1      001 - Matriz
01-tatiana,1,html-for.forecast,1      001 - Matriz
01-tatiana,1,html-rmf.recMuniFix,1      001 - Matriz
01-tatiana,1,spre102,1      001 - Matriz
01-tatiana,1,Z01UN006,1      001 - Matriz
01-tatiana,1,z02un007,1      001 - Matriz
01-teles,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-teles,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-teles,1,bas_pais,1      001 - Matriz
01-teles,1,bas_palavra_chave,1      001 - Matriz
01-teles,1,BL3000,1      001 - Matriz
01-teles,1,btb010aa,1      001 - Matriz
01-teles,1,btb100aa,1      001 - Matriz
01-teles,1,cc0504,1      001 - Matriz
01-teles,1,cc0504a,1      001 - Matriz
01-teles,1,cc0504b,1      001 - Matriz
01-teles,1,cc0504c,1      001 - Matriz
01-teles,1,cc0504d,1      001 - Matriz
01-teles,1,cd0030,1      001 - Matriz
01-teles,1,cd0181,1      001 - Matriz
01-teles,1,cd0182,1      001 - Matriz
01-teles,1,cd0330,1      001 - Matriz
01-teles,1,CD0999,1      001 - Matriz
01-teles,1,ce0206,1      001 - Matriz
01-teles,1,ce0419,1      001 - Matriz
01-teles,1,crm3001,1      001 - Matriz
01-teles,1,ecd1017,1      001 - Matriz
01-teles,1,ees3001,1      001 - Matriz
01-teles,1,esacr3012,1      001 - Matriz
01-teles,1,eslf003,1      001 - Matriz
01-teles,1,espd4050,1      001 - Matriz
01-teles,1,html-for.forecast,1      001 - Matriz
01-teles,1,html-rmf.recMuniFix,1      001 - Matriz
01-teles,1,spre102,1      001 - Matriz
01-teles,1,Z01UN006,1      001 - Matriz
01-teles,1,z02un007,1      001 - Matriz
01-thabyta,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-thabyta,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-thabyta,1,bas_pais,1      001 - Matriz
01-thabyta,1,bas_palavra_chave,1      001 - Matriz
01-thabyta,1,BL3000,1      001 - Matriz
01-thabyta,1,btb010aa,1      001 - Matriz
01-thabyta,1,btb100aa,1      001 - Matriz
01-thabyta,1,cc0504,1      001 - Matriz
01-thabyta,1,cc0504a,1      001 - Matriz
01-thabyta,1,cc0504b,1      001 - Matriz
01-thabyta,1,cc0504c,1      001 - Matriz
01-thabyta,1,cc0504d,1      001 - Matriz
01-thabyta,1,cd0030,1      001 - Matriz
01-thabyta,1,cd0181,1      001 - Matriz
01-thabyta,1,cd0182,1      001 - Matriz
01-thabyta,1,cd0330,1      001 - Matriz
01-thabyta,1,CD0999,1      001 - Matriz
01-thabyta,1,ce0206,1      001 - Matriz
01-thabyta,1,ce0419,1      001 - Matriz
01-thabyta,1,crm3001,1      001 - Matriz
01-thabyta,1,ecd1017,1      001 - Matriz
01-thabyta,1,ees3001,1      001 - Matriz
01-thabyta,1,esacr3012,1      001 - Matriz
01-thabyta,1,eslf003,1      001 - Matriz
01-thabyta,1,espd4050,1      001 - Matriz
01-thabyta,1,html-for.forecast,1      001 - Matriz
01-thabyta,1,html-rmf.recMuniFix,1      001 - Matriz
01-thabyta,1,spre102,1      001 - Matriz
01-thabyta,1,Z01UN006,1      001 - Matriz
01-thabyta,1,z02un007,1      001 - Matriz
01-thais,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-thais,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-thais,1,bas_pais,1      001 - Matriz
01-thais,1,bas_palavra_chave,1      001 - Matriz
01-thais,1,BL3000,1      001 - Matriz
01-thais,1,btb010aa,1      001 - Matriz
01-thais,1,btb100aa,1      001 - Matriz
01-thais,1,cc0504,1      001 - Matriz
01-thais,1,cc0504a,1      001 - Matriz
01-thais,1,cc0504b,1      001 - Matriz
01-thais,1,cc0504c,1      001 - Matriz
01-thais,1,cc0504d,1      001 - Matriz
01-thais,1,cd0030,1      001 - Matriz
01-thais,1,cd0181,1      001 - Matriz
01-thais,1,cd0182,1      001 - Matriz
01-thais,1,cd0330,1      001 - Matriz
01-thais,1,CD0999,1      001 - Matriz
01-thais,1,ce0206,1      001 - Matriz
01-thais,1,ce0419,1      001 - Matriz
01-thais,1,crm3001,1      001 - Matriz
01-thais,1,ecd1017,1      001 - Matriz
01-thais,1,ees3001,1      001 - Matriz
01-thais,1,esacr3012,1      001 - Matriz
01-thais,1,eslf003,1      001 - Matriz
01-thais,1,espd4050,1      001 - Matriz
01-thais,1,html-for.forecast,1      001 - Matriz
01-thais,1,html-rmf.recMuniFix,1      001 - Matriz
01-thais,1,spre102,1      001 - Matriz
01-thais,1,Z01UN006,1      001 - Matriz
01-thais,1,z02un007,1      001 - Matriz
01-thaisilva,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-thaisilva,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-thaisilva,1,bas_pais,1      001 - Matriz
01-thaisilva,1,bas_palavra_chave,1      001 - Matriz
01-thaisilva,1,BL3000,1      001 - Matriz
01-thaisilva,1,btb010aa,1      001 - Matriz
01-thaisilva,1,btb100aa,1      001 - Matriz
01-thaisilva,1,cc0504,1      001 - Matriz
01-thaisilva,1,cc0504a,1      001 - Matriz
01-thaisilva,1,cc0504b,1      001 - Matriz
01-thaisilva,1,cc0504c,1      001 - Matriz
01-thaisilva,1,cc0504d,1      001 - Matriz
01-thaisilva,1,cd0030,1      001 - Matriz
01-thaisilva,1,cd0181,1      001 - Matriz
01-thaisilva,1,cd0182,1      001 - Matriz
01-thaisilva,1,cd0330,1      001 - Matriz
01-thaisilva,1,CD0999,1      001 - Matriz
01-thaisilva,1,ce0206,1      001 - Matriz
01-thaisilva,1,ce0419,1      001 - Matriz
01-thaisilva,1,crm3001,1      001 - Matriz
01-thaisilva,1,ecd1017,1      001 - Matriz
01-thaisilva,1,ees3001,1      001 - Matriz
01-thaisilva,1,esacr3012,1      001 - Matriz
01-thaisilva,1,eslf003,1      001 - Matriz
01-thaisilva,1,espd4050,1      001 - Matriz
01-thaisilva,1,html-for.forecast,1      001 - Matriz
01-thaisilva,1,html-rmf.recMuniFix,1      001 - Matriz
01-thaisilva,1,spre102,1      001 - Matriz
01-thaisilva,1,Z01UN006,1      001 - Matriz
01-thaisilva,1,z02un007,1      001 - Matriz
01-thaisribe,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-thaisribe,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-thaisribe,1,bas_pais,1      001 - Matriz
01-thaisribe,1,bas_palavra_chave,1      001 - Matriz
01-thaisribe,1,BL3000,1      001 - Matriz
01-thaisribe,1,btb010aa,1      001 - Matriz
01-thaisribe,1,btb100aa,1      001 - Matriz
01-thaisribe,1,cc0504,1      001 - Matriz
01-thaisribe,1,cc0504a,1      001 - Matriz
01-thaisribe,1,cc0504b,1      001 - Matriz
01-thaisribe,1,cc0504c,1      001 - Matriz
01-thaisribe,1,cc0504d,1      001 - Matriz
01-thaisribe,1,cd0030,1      001 - Matriz
01-thaisribe,1,cd0181,1      001 - Matriz
01-thaisribe,1,cd0182,1      001 - Matriz
01-thaisribe,1,cd0330,1      001 - Matriz
01-thaisribe,1,CD0999,1      001 - Matriz
01-thaisribe,1,ce0206,1      001 - Matriz
01-thaisribe,1,ce0419,1      001 - Matriz
01-thaisribe,1,crm3001,1      001 - Matriz
01-thaisribe,1,ecd1017,1      001 - Matriz
01-thaisribe,1,ees3001,1      001 - Matriz
01-thaisribe,1,esacr3012,1      001 - Matriz
01-thaisribe,1,eslf003,1      001 - Matriz
01-thaisribe,1,espd4050,1      001 - Matriz
01-thaisribe,1,html-for.forecast,1      001 - Matriz
01-thaisribe,1,html-rmf.recMuniFix,1      001 - Matriz
01-thaisribe,1,spre102,1      001 - Matriz
01-thaisribe,1,Z01UN006,1      001 - Matriz
01-thaisribe,1,z02un007,1      001 - Matriz
01-thiago,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-thiago,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-thiago,1,bas_pais,1      001 - Matriz
01-thiago,1,bas_palavra_chave,1      001 - Matriz
01-thiago,1,BL3000,1      001 - Matriz
01-thiago,1,btb010aa,1      001 - Matriz
01-thiago,1,btb100aa,1      001 - Matriz
01-thiago,1,cc0504,1      001 - Matriz
01-thiago,1,cc0504a,1      001 - Matriz
01-thiago,1,cc0504b,1      001 - Matriz
01-thiago,1,cc0504c,1      001 - Matriz
01-thiago,1,cc0504d,1      001 - Matriz
01-thiago,1,cd0030,1      001 - Matriz
01-thiago,1,cd0181,1      001 - Matriz
01-thiago,1,cd0182,1      001 - Matriz
01-thiago,1,cd0330,1      001 - Matriz
01-thiago,1,CD0999,1      001 - Matriz
01-thiago,1,ce0206,1      001 - Matriz
01-thiago,1,ce0419,1      001 - Matriz
01-thiago,1,crm3001,1      001 - Matriz
01-thiago,1,ecd1017,1      001 - Matriz
01-thiago,1,ees3001,1      001 - Matriz
01-thiago,1,esacr3012,1      001 - Matriz
01-thiago,1,eslf003,1      001 - Matriz
01-thiago,1,espd4050,1      001 - Matriz
01-thiago,1,html-for.forecast,1      001 - Matriz
01-thiago,1,html-rmf.recMuniFix,1      001 - Matriz
01-thiago,1,spre102,1      001 - Matriz
01-thiago,1,Z01UN006,1      001 - Matriz
01-thiago,1,z02un007,1      001 - Matriz
01-tsuda,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-tsuda,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-tsuda,1,bas_pais,1      001 - Matriz
01-tsuda,1,bas_palavra_chave,1      001 - Matriz
01-tsuda,1,BL3000,1      001 - Matriz
01-tsuda,1,btb010aa,1      001 - Matriz
01-tsuda,1,btb100aa,1      001 - Matriz
01-tsuda,1,cc0504,1      001 - Matriz
01-tsuda,1,cc0504a,1      001 - Matriz
01-tsuda,1,cc0504b,1      001 - Matriz
01-tsuda,1,cc0504c,1      001 - Matriz
01-tsuda,1,cc0504d,1      001 - Matriz
01-tsuda,1,cd0030,1      001 - Matriz
01-tsuda,1,cd0181,1      001 - Matriz
01-tsuda,1,cd0182,1      001 - Matriz
01-tsuda,1,cd0330,1      001 - Matriz
01-tsuda,1,CD0999,1      001 - Matriz
01-tsuda,1,ce0206,1      001 - Matriz
01-tsuda,1,ce0419,1      001 - Matriz
01-tsuda,1,crm3001,1      001 - Matriz
01-tsuda,1,ecd1017,1      001 - Matriz
01-tsuda,1,ees3001,1      001 - Matriz
01-tsuda,1,esacr3012,1      001 - Matriz
01-tsuda,1,eslf003,1      001 - Matriz
01-tsuda,1,espd4050,1      001 - Matriz
01-tsuda,1,html-for.forecast,1      001 - Matriz
01-tsuda,1,html-rmf.recMuniFix,1      001 - Matriz
01-tsuda,1,spre102,1      001 - Matriz
01-tsuda,1,Z01UN006,1      001 - Matriz
01-tsuda,1,z02un007,1      001 - Matriz
01-VALERIA,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-VALERIA,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-VALERIA,1,bas_pais,1      001 - Matriz
01-VALERIA,1,bas_palavra_chave,1      001 - Matriz
01-VALERIA,1,BL3000,1      001 - Matriz
01-VALERIA,1,btb010aa,1      001 - Matriz
01-VALERIA,1,btb100aa,1      001 - Matriz
01-VALERIA,1,cc0504,1      001 - Matriz
01-VALERIA,1,cc0504a,1      001 - Matriz
01-VALERIA,1,cc0504b,1      001 - Matriz
01-VALERIA,1,cc0504c,1      001 - Matriz
01-VALERIA,1,cc0504d,1      001 - Matriz
01-VALERIA,1,cd0030,1      001 - Matriz
01-VALERIA,1,cd0181,1      001 - Matriz
01-VALERIA,1,cd0182,1      001 - Matriz
01-VALERIA,1,cd0330,1      001 - Matriz
01-VALERIA,1,CD0999,1      001 - Matriz
01-VALERIA,1,ce0206,1      001 - Matriz
01-VALERIA,1,ce0419,1      001 - Matriz
01-VALERIA,1,crm3001,1      001 - Matriz
01-VALERIA,1,ecd1017,1      001 - Matriz
01-VALERIA,1,ees3001,1      001 - Matriz
01-VALERIA,1,esacr3012,1      001 - Matriz
01-VALERIA,1,eslf003,1      001 - Matriz
01-VALERIA,1,espd4050,1      001 - Matriz
01-VALERIA,1,html-for.forecast,1      001 - Matriz
01-VALERIA,1,html-rmf.recMuniFix,1      001 - Matriz
01-VALERIA,1,spre102,1      001 - Matriz
01-VALERIA,1,Z01UN006,1      001 - Matriz
01-VALERIA,1,z02un007,1      001 - Matriz
01-vanderlei,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-vanderlei,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-vanderlei,1,bas_pais,1      001 - Matriz
01-vanderlei,1,bas_palavra_chave,1      001 - Matriz
01-vanderlei,1,BL3000,1      001 - Matriz
01-vanderlei,1,btb010aa,1      001 - Matriz
01-vanderlei,1,btb100aa,1      001 - Matriz
01-vanderlei,1,cc0504,1      001 - Matriz
01-vanderlei,1,cc0504a,1      001 - Matriz
01-vanderlei,1,cc0504b,1      001 - Matriz
01-vanderlei,1,cc0504c,1      001 - Matriz
01-vanderlei,1,cc0504d,1      001 - Matriz
01-vanderlei,1,cd0030,1      001 - Matriz
01-vanderlei,1,cd0181,1      001 - Matriz
01-vanderlei,1,cd0182,1      001 - Matriz
01-vanderlei,1,cd0330,1      001 - Matriz
01-vanderlei,1,CD0999,1      001 - Matriz
01-vanderlei,1,ce0206,1      001 - Matriz
01-vanderlei,1,ce0419,1      001 - Matriz
01-vanderlei,1,crm3001,1      001 - Matriz
01-vanderlei,1,ecd1017,1      001 - Matriz
01-vanderlei,1,ees3001,1      001 - Matriz
01-vanderlei,1,esacr3012,1      001 - Matriz
01-vanderlei,1,eslf003,1      001 - Matriz
01-vanderlei,1,espd4050,1      001 - Matriz
01-vanderlei,1,html-for.forecast,1      001 - Matriz
01-vanderlei,1,html-rmf.recMuniFix,1      001 - Matriz
01-vanderlei,1,spre102,1      001 - Matriz
01-vanderlei,1,Z01UN006,1      001 - Matriz
01-vanderlei,1,z02un007,1      001 - Matriz
01-vanderson,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-vanderson,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-vanderson,1,bas_pais,1      001 - Matriz
01-vanderson,1,bas_palavra_chave,1      001 - Matriz
01-vanderson,1,BL3000,1      001 - Matriz
01-vanderson,1,btb010aa,1      001 - Matriz
01-vanderson,1,btb100aa,1      001 - Matriz
01-vanderson,1,cc0504,1      001 - Matriz
01-vanderson,1,cc0504a,1      001 - Matriz
01-vanderson,1,cc0504b,1      001 - Matriz
01-vanderson,1,cc0504c,1      001 - Matriz
01-vanderson,1,cc0504d,1      001 - Matriz
01-vanderson,1,cd0030,1      001 - Matriz
01-vanderson,1,cd0181,1      001 - Matriz
01-vanderson,1,cd0182,1      001 - Matriz
01-vanderson,1,cd0330,1      001 - Matriz
01-vanderson,1,CD0999,1      001 - Matriz
01-vanderson,1,ce0206,1      001 - Matriz
01-vanderson,1,ce0419,1      001 - Matriz
01-vanderson,1,crm3001,1      001 - Matriz
01-vanderson,1,ecd1017,1      001 - Matriz
01-vanderson,1,ees3001,1      001 - Matriz
01-vanderson,1,esacr3012,1      001 - Matriz
01-vanderson,1,eslf003,1      001 - Matriz
01-vanderson,1,espd4050,1      001 - Matriz
01-vanderson,1,html-for.forecast,1      001 - Matriz
01-vanderson,1,html-rmf.recMuniFix,1      001 - Matriz
01-vanderson,1,spre102,1      001 - Matriz
01-vanderson,1,Z01UN006,1      001 - Matriz
01-vanderson,1,z02un007,1      001 - Matriz
01-vaz,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-vaz,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-vaz,1,bas_pais,1      001 - Matriz
01-vaz,1,bas_palavra_chave,1      001 - Matriz
01-vaz,1,BL3000,1      001 - Matriz
01-vaz,1,btb010aa,1      001 - Matriz
01-vaz,1,btb100aa,1      001 - Matriz
01-vaz,1,cc0504,1      001 - Matriz
01-vaz,1,cc0504a,1      001 - Matriz
01-vaz,1,cc0504b,1      001 - Matriz
01-vaz,1,cc0504c,1      001 - Matriz
01-vaz,1,cc0504d,1      001 - Matriz
01-vaz,1,cd0030,1      001 - Matriz
01-vaz,1,cd0181,1      001 - Matriz
01-vaz,1,cd0182,1      001 - Matriz
01-vaz,1,cd0330,1      001 - Matriz
01-vaz,1,CD0999,1      001 - Matriz
01-vaz,1,ce0206,1      001 - Matriz
01-vaz,1,ce0419,1      001 - Matriz
01-vaz,1,crm3001,1      001 - Matriz
01-vaz,1,ecd1017,1      001 - Matriz
01-vaz,1,ees3001,1      001 - Matriz
01-vaz,1,esacr3012,1      001 - Matriz
01-vaz,1,eslf003,1      001 - Matriz
01-vaz,1,espd4050,1      001 - Matriz
01-vaz,1,html-for.forecast,1      001 - Matriz
01-vaz,1,html-rmf.recMuniFix,1      001 - Matriz
01-vaz,1,spre102,1      001 - Matriz
01-vaz,1,Z01UN006,1      001 - Matriz
01-vaz,1,z02un007,1      001 - Matriz
01-VICENTE,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-VICENTE,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-VICENTE,1,bas_pais,1      001 - Matriz
01-VICENTE,1,bas_palavra_chave,1      001 - Matriz
01-VICENTE,1,BL3000,1      001 - Matriz
01-VICENTE,1,btb010aa,1      001 - Matriz
01-VICENTE,1,btb100aa,1      001 - Matriz
01-VICENTE,1,cc0504,1      001 - Matriz
01-VICENTE,1,cc0504a,1      001 - Matriz
01-VICENTE,1,cc0504b,1      001 - Matriz
01-VICENTE,1,cc0504c,1      001 - Matriz
01-VICENTE,1,cc0504d,1      001 - Matriz
01-VICENTE,1,cd0030,1      001 - Matriz
01-VICENTE,1,cd0181,1      001 - Matriz
01-VICENTE,1,cd0182,1      001 - Matriz
01-VICENTE,1,cd0330,1      001 - Matriz
01-VICENTE,1,CD0999,1      001 - Matriz
01-VICENTE,1,ce0206,1      001 - Matriz
01-VICENTE,1,ce0419,1      001 - Matriz
01-VICENTE,1,crm3001,1      001 - Matriz
01-VICENTE,1,ecd1017,1      001 - Matriz
01-VICENTE,1,ees3001,1      001 - Matriz
01-VICENTE,1,esacr3012,1      001 - Matriz
01-VICENTE,1,eslf003,1      001 - Matriz
01-VICENTE,1,espd4050,1      001 - Matriz
01-VICENTE,1,html-for.forecast,1      001 - Matriz
01-VICENTE,1,html-rmf.recMuniFix,1      001 - Matriz
01-VICENTE,1,spre102,1      001 - Matriz
01-VICENTE,1,Z01UN006,1      001 - Matriz
01-VICENTE,1,z02un007,1      001 - Matriz
01-victor,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-victor,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-victor,1,bas_pais,1      001 - Matriz
01-victor,1,bas_palavra_chave,1      001 - Matriz
01-victor,1,BL3000,1      001 - Matriz
01-victor,1,btb010aa,1      001 - Matriz
01-victor,1,btb100aa,1      001 - Matriz
01-victor,1,cc0504,1      001 - Matriz
01-victor,1,cc0504a,1      001 - Matriz
01-victor,1,cc0504b,1      001 - Matriz
01-victor,1,cc0504c,1      001 - Matriz
01-victor,1,cc0504d,1      001 - Matriz
01-victor,1,cd0030,1      001 - Matriz
01-victor,1,cd0181,1      001 - Matriz
01-victor,1,cd0182,1      001 - Matriz
01-victor,1,cd0330,1      001 - Matriz
01-victor,1,CD0999,1      001 - Matriz
01-victor,1,ce0206,1      001 - Matriz
01-victor,1,ce0419,1      001 - Matriz
01-victor,1,crm3001,1      001 - Matriz
01-victor,1,ecd1017,1      001 - Matriz
01-victor,1,ees3001,1      001 - Matriz
01-victor,1,esacr3012,1      001 - Matriz
01-victor,1,eslf003,1      001 - Matriz
01-victor,1,espd4050,1      001 - Matriz
01-victor,1,html-for.forecast,1      001 - Matriz
01-victor,1,html-rmf.recMuniFix,1      001 - Matriz
01-victor,1,spre102,1      001 - Matriz
01-victor,1,Z01UN006,1      001 - Matriz
01-victor,1,z02un007,1      001 - Matriz
01-victoria,1,bas_lote_impl_tit_ap,1      001 - Matriz
01-victoria,1,bas_lote_impl_tit_ap_fatura,1      001 - Matriz
01-victoria,1,bas_pais,1      001 - Matriz
01-victoria,1,bas_palavra_chave,1      001 - Matriz
01-victoria,1,BL3000,1      001 - Matriz
01-victoria,1,btb010aa,1      001 - Matriz
01-victoria,1,btb100aa,1      001 - Matriz
01-victoria,1,cc0504,1      001 - Matriz
01-victoria,1,cc0504a,1      001 - Matriz
01-victoria,1,cc0504b,1      001 - Matriz
01-victoria,1,cc0504c,1      001 - Matriz
01-victoria,1,cc0504d,1      001 - Matriz
01-victoria,1,cd0030,1      001 - Matriz
01-victoria,1,cd0181,1      001 - Matriz
01-victoria,1,cd0182,1      001 - Matriz
01-victoria,1,cd0330,1      001 - Matriz
01-victoria,1,CD0999,1      001 - Matriz
01-victoria,1,ce0206,1      001 - Matriz
